file_name,class,vertices,faces,min_bound,max_bound
m64.obj,AquaticAnimal,5098,9864,[0.025 0.025 0.025],[0.97500002 0.54508698 0.1789    ]
m65.obj,AquaticAnimal,5056,9903,[0.025 0.025 0.025],[0.39981601 0.60459501 0.97500002]
m66.obj,AquaticAnimal,4117,8196,[0.025 0.025 0.025],[0.445705   0.547553   0.97500002]
m67.obj,AquaticAnimal,5001,9998,[0.0250415  0.025      0.02508162],[0.97500002 0.24969999 0.388881  ]
m68.obj,AquaticAnimal,5001,9994,[0.025 0.025 0.025],[0.97500002 0.278519   0.18742999]
m69.obj,AquaticAnimal,4570,8960,[0.025 0.025 0.025],[0.35732499 0.26477599 0.97500002]
m70.obj,AquaticAnimal,4598,8960,[0.025 0.025 0.025],[0.45441499 0.266076   0.97500002]
m71.obj,AquaticAnimal,5000,9996,[0.025 0.025 0.025],[0.32598999 0.371535   0.97500002]
m72.obj,AquaticAnimal,4819,9440,[0.025 0.025 0.025],[0.45620301 0.26282799 0.97500002]
m73.obj,AquaticAnimal,4516,9000,[0.025 0.025 0.025],[0.97500002 0.610865   0.37618101]
m74.obj,AquaticAnimal,5035,9868,[0.025 0.025 0.025],[0.35445499 0.321596   0.97500002]
m75.obj,AquaticAnimal,4222,8192,[0.025 0.025 0.025],[0.53838402 0.29931101 0.97500002]
m76.obj,AquaticAnimal,5000,9994,[0.025 0.025 0.025],[0.39592999 0.35314    0.97500002]
m77.obj,AquaticAnimal,5038,9940,[0.025 0.025 0.025],[0.97500002 0.407994   0.61120301]
m78.obj,AquaticAnimal,5072,9372,[0.025 0.025 0.025],[0.97500002 0.51665002 0.42818099]
m79.obj,AquaticAnimal,5066,9577,[0.025 0.025 0.025],[0.97500002 0.25617099 0.30095801]
m80.obj,AquaticAnimal,4317,8368,[0.025 0.025 0.025],[0.97500002 0.30888301 0.41600099]
m81.obj,AquaticAnimal,5110,9788,[0.025 0.025 0.025],[0.4145     0.29100001 0.97500002]
D00031.obj,Bed,5010,9733,[-0.66966599 -0.70846301 -0.26750299],[0.930426   0.72653401 0.31219301]
D00110.obj,Bed,5018,9775,[-0.88889998 -0.71848398 -0.22001401],[0.75222999 0.524562   0.33970499]
D00121.obj,Bed,5046,9936,[-0.912283   -0.59966898 -0.482021  ],[0.78579003 0.858504   0.463209  ]
D00184.obj,Bed,5034,9837,[-0.937684   -0.89132899 -0.46636099],[0.75000203 0.66460198 0.341943  ]
D00210.obj,Bed,5090,9900,[-0.66719902 -0.53180152 -0.41253351],[0.81615201 0.86673099 0.54635051]
D00213.obj,Bed,5009,9975,[-0.95507902 -0.36531901 -0.375599  ],[0.74750102 0.50444001 0.27562499]
D00217.obj,Bed,5053,9855,[-0.842601   -0.54509002 -0.30379999],[0.88159198 0.41161901 0.42254901]
D00307.obj,Bed,5028,9839,[-0.820216 -0.833938 -0.213808],[0.99169898 0.87210602 0.392634  ]
D00322.obj,Bed,5014,9940,[-0.94313997 -0.41553599 -0.52095503],[0.86400098 0.59924501 0.52060199]
D00417.obj,Bed,5001,9850,[-0.79985002 -0.50940698 -0.37473699],[0.79604602 0.66808301 0.302302  ]
D00538.obj,Bed,5053,9716,[-0.83807251 -0.47960101 -0.325629  ],[0.83851999 0.7024655  0.41162451]
D00545.obj,Bed,5019,9878,[-0.83273399 -0.47966999 -0.39825001],[0.87678403 0.74741203 0.34633401]
D00552.obj,Bed,5023,9644,[-1.05698001 -0.71904498 -0.46445599],[0.48962501 0.71651    0.232915  ]
D00565.obj,Bed,4999,9907,[-1.08588004 -0.60561299 -0.37501901],[0.60298198 0.71859401 0.18043099]
D00650.obj,Bed,5025,9969,[-0.86373299 -0.550605   -0.42155901],[0.83315402 0.37753201 0.28201899]
D00735.obj,Bed,4948,9142,[-0.64492297 -0.684425   -0.312594  ],[1.11344004 0.73777002 0.47614601]
D00836.obj,Bed,4991,9894,[-0.79586399 -0.365307   -0.304602  ],[0.91909701 0.51245898 0.597853  ]
D00839.obj,Bed,5017,9972,[-0.80044276 -0.87728697 -0.351917  ],[0.86439502 0.56977201 0.2907705 ]
D00969.obj,Bed,5223,9662,[-0.90612701 -0.92830402 -0.46499326],[0.798208   0.56829701 0.37879701]
D00988.obj,Bed,5023,9984,[-0.86788797 -0.72632599 -0.517681  ],[0.81550902 0.42640701 0.208921  ]
m945.obj,Bed,5054,9643,[0.025 0.025 0.025],[0.740004   0.81337798 0.97500002]
m946.obj,Bed,5022,9116,[0.025 0.025 0.025],[0.494149   0.494147   0.97500002]
m947.obj,Bed,5061,8944,[0.025 0.025 0.025],[0.72199398 0.445454   0.97500002]
m948.obj,Bed,4597,9038,[0.025 0.025 0.025],[0.97500002 0.89338201 0.96140802]
m949.obj,Bed,5006,9988,[0.025 0.025 0.025],[0.95620698 0.97500002 0.48995399]
m950.obj,Bed,5030,9538,[0.025 0.025 0.025],[0.76938403 0.88922697 0.97500002]
m951.obj,Bed,4884,9152,[0.025 0.025 0.025],[0.79794699 0.53675199 0.97500002]
D00016.obj,Bicycle,5122,9535,[-0.91429901 -0.44062001 -0.20993499],[0.95995498 0.818183   0.177847  ]
D00033.obj,Bicycle,5074,9791,[-1.06519997 -0.38930801 -0.28162599],[0.87872398 0.70461702 0.31001499]
D00040.obj,Bicycle,25426,48640,[-0.94097    -0.45816201 -0.31764001],[0.96382397 0.74480802 0.31560099]
D00077.obj,Bicycle,5052,9803,[-0.846322 -0.657105 -0.363334],[1.04462999 0.48632801 0.28889625]
D00078.obj,Bicycle,5236,9697,[-1.01698005 -0.595963   -0.36507949],[0.86983001 0.758111   0.35836325]
D00462.obj,Bicycle,56754,111445,[-0.98143202 -0.59399098 -0.276838  ],[0.93342602 0.61116898 0.23777001]
D00514.obj,Bicycle,5071,9306,[-1.00040996 -0.55413097 -0.218428  ],[0.86770099 0.69775099 0.17828999]
D00536.obj,Bicycle,29824,57942,[-0.88570601 -0.55203402 -0.45988199],[1.02260995 0.67922097 0.43712899]
D00555.obj,Bicycle,34292,64444,[-0.953013   -0.49476001 -0.33326101],[0.973589   0.75789499 0.35456601]
D00558.obj,Bicycle,5392,9688,[-1.01427996 -0.53867301 -0.28173199],[0.938784   0.58458298 0.2351835 ]
D00567.obj,Bicycle,436,916,[-0.92379898 -0.50374299 -0.28864601],[0.991099   0.68967903 0.26694801]
D00621.obj,Bicycle,5128,9535,[-0.91480398 -0.72066098 -0.212118  ],[0.95686901 0.54977298 0.17542601]
D00708.obj,Bicycle,5284,9804,[-0.99387199 -0.56247002 -0.30716075],[0.94201797 0.649391   0.279829  ]
D00750.obj,Bicycle,5073,9837,[-0.81155902 -0.818838   -0.167292  ],[1.10337996 0.73637199 0.43965599]
D00838.obj,Bicycle,5281,9813,[-0.94297397 -0.63804501 -0.2973515 ],[0.97194397 0.560247   0.28332201]
D00847.obj,Bicycle,5244,9715,[-0.93240702 -0.588696   -0.36129701],[0.97391498 0.73202598 0.361904  ]
D00904.obj,Bicycle,5005,9850,[-0.95989603 -0.599316   -0.196088  ],[0.953013   0.63740599 0.19129799]
D00930.obj,Bicycle,29021,56918,[-0.738729   -0.51994997 -0.34259999],[0.99400598 0.85275102 0.33715799]
D00931.obj,Bicycle,32603,63572,[-0.920573   -0.40091899 -0.43294799],[0.84982902 0.68404901 0.135958  ]
D00974.obj,Bicycle,4977,9864,[-0.84332597 -0.58387899 -0.210511  ],[1.05062997 0.550897   0.209059  ]
m1472.obj,Bicycle,5057,9491,[0.025 0.025 0.025],[0.40645799 0.56681597 0.97500002]
m1473.obj,Bicycle,5071,9800,[0.025 0.025 0.025],[0.97500002 0.557643   0.314071  ]
m1475.obj,Bicycle,4977,9857,[0.025 0.025 0.025],[0.97500002 0.51344901 0.232333  ]
m1476.obj,Bicycle,436,916,[0.025 0.025 0.025],[0.29967499 0.57472301 0.97500002]
m1477.obj,Bicycle,5244,9710,[0.025 0.025 0.025],[0.97500002 0.616023   0.37603101]
m1478.obj,Bicycle,5116,9536,[0.025 0.025 0.025],[0.97500002 0.61166602 0.22357599]
D00069.obj,Biplane,5080,9809,[-1.06342006 -0.44684201 -0.198847  ],[0.905137   0.55344599 0.199738  ]
D00132.obj,Biplane,5153,9242,[-0.94887203 -0.41678199 -0.129309  ],[0.94732201 0.85260999 0.255501  ]
D00178.obj,Biplane,4566,8057,[-0.58052301 -0.46920201 -0.176893  ],[0.48715299 0.59244502 0.125855  ]
D00199.obj,Biplane,5361,8482,[-1.01653004 -0.38885999 -0.234302  ],[0.91560602 1.07596004 0.33911601]
D00246.obj,Biplane,5022,9353,[-0.984595 -0.395955 -0.193048],[0.998878   0.63208199 0.139304  ]
D00276.obj,Biplane,5025,9791,[-1.08018005 -0.86486101 -0.46888301],[0.699036   0.76639402 0.47753799]
D00277.obj,Biplane,5268,7315,[-0.55781698 -1.05490005 -0.27842499],[0.80482301 0.813411   0.268756  ]
D00320.obj,Biplane,5118,8888,[-0.99010599 -0.75142002 -0.152266  ],[0.98460603 0.42768025 0.30281001]
D00373.obj,Biplane,4925,9308,[-0.666583   -0.96762002 -0.37691799],[0.86390501 0.930583   0.245878  ]
D00410.obj,Biplane,5016,9952,[-1.14980006 -0.57153398 -0.231691  ],[0.77242702 0.608046   0.17326599]
D00490.obj,Biplane,5159,9860,[-0.858495   -0.5545705  -0.26625699],[0.97072399 0.71052903 0.214624  ]
D00515.obj,Biplane,4985,9777,[-0.89007801 -0.88951701 -0.31531999],[0.68793398 0.86381102 0.254273  ]
D00601.obj,Biplane,4877,9407,[-0.80733901 -0.49440101 -0.35044225],[0.82046969 0.784118   0.44723499]
D00616.obj,Biplane,4321,9253,[-1.03189003 -0.5946355  -0.19038375],[0.95037597 0.3397955  0.1844895 ]
D00632.obj,Biplane,5024,9488,[-0.845186   -0.93674999 -0.23671301],[0.62887901 0.93570101 0.31753099]
D00634.obj,Biplane,40788,77092,[-0.95804602 -0.73813802 -0.33632499],[0.97688198 0.79666799 0.25928301]
D00666.obj,Biplane,4968,9573,[-1.22451997 -0.94674301 -0.26614201],[0.69336402 0.96232802 0.179309  ]
D00854.obj,Biplane,5209,9817,[-0.96707302 -0.95319599 -0.1909155 ],[0.45412001 0.97975001 0.35480401]
D00890.obj,Biplane,5661,9718,[-0.88902801 -0.83705902 -0.25933599],[0.88217503 0.76592699 0.3200625 ]
D00900.obj,Biplane,5234,7676,[-1.17717004 -0.89722699 -0.179258  ],[0.80413651 0.48141287 0.27538   ]
m1118.obj,Biplane,5055,9557,[0.025 0.025 0.025],[0.97500002 0.23162299 0.52688402]
m1119.obj,Biplane,5081,9839,[0.025 0.025 0.025],[0.97500002 0.379325   0.81527102]
m1120.obj,Biplane,65698,129810,[0.025 0.025 0.025],[0.97500002 0.37003699 0.889139  ]
m1121.obj,Biplane,4027,7590,[0.025 0.025 0.025],[0.79224801 0.97500002 0.328749  ]
m1122.obj,Biplane,5183,8562,[0.025 0.025 0.025],[0.93572003 0.97500002 0.304519  ]
m1123.obj,Biplane,5129,9630,[0.025 0.025 0.025],[0.69767499 0.97500002 0.318427  ]
m1124.obj,Biplane,4980,9152,[0.025 0.025 0.025],[0.63308197 0.97500002 0.24074601]
m1125.obj,Biplane,5017,9266,[0.025 0.025 0.025],[0.79908198 0.97500002 0.27437499]
m1126.obj,Biplane,5113,9596,[0.025 0.025 0.025],[0.78813398 0.97500002 0.23610599]
m1127.obj,Biplane,4500,8320,[0.025 0.025 0.025],[0.81105298 0.97500002 0.219704  ]
m1128.obj,Biplane,5055,9607,[0.025 0.025 0.025],[0.97500002 0.96708697 0.241951  ]
m1129.obj,Biplane,5105,9666,[0.025 0.025 0.025],[0.97500002 0.346551   0.69950801]
m1131.obj,Biplane,5030,9407,[0.025 0.025 0.025],[0.70561802 0.97500002 0.196732  ]
m1132.obj,Biplane,5152,9467,[0.025 0.025 0.025],[0.7227     0.97500002 0.209765  ]
m1133.obj,Biplane,5086,9488,[0.025 0.025 0.025],[0.76974702 0.97500002 0.31121701]
m1134.obj,Biplane,4418,8192,[0.025 0.025 0.025],[0.54238802 0.97500002 0.1732    ]
m1135.obj,Biplane,5245,9189,[0.025 0.025 0.025],[0.54590702 0.97500002 0.18104701]
m1136.obj,Biplane,5058,9743,[0.025 0.025 0.025],[0.55910802 0.97500002 0.23333301]
m1137.obj,Biplane,4764,8384,[0.025 0.025 0.025],[0.461983   0.97500002 0.199618  ]
m1138.obj,Biplane,5106,9031,[0.052495 0.025    0.025   ],[0.97500002 0.90703398 0.37788701]
m1139.obj,Biplane,5313,8384,[0.025 0.025 0.025],[0.647434   0.97500002 0.27438399]
m1141.obj,Biplane,5009,9750,[0.025 0.025 0.025],[0.97500002 0.310844   0.62002999]
m1143.obj,Biplane,5143,9751,[0.025 0.025 0.025],[0.50449502 0.97500002 0.209713  ]
m1144.obj,Biplane,5154,9663,[0.025 0.025 0.025],[0.97500002 0.716901   0.29130399]
m1146.obj,Biplane,5017,9443,[0.025 0.025 0.025],[0.88836002 0.32216001 0.97500002]
D00089.obj,Bird,5001,9998,[-1.16401005 -0.56262302 -0.31481701],[0.785119   0.50785798 0.154772  ]
D00113.obj,Bird,5013,9986,[-0.98969001 -0.56577802 -0.55772999],[0.72967601 0.95718098 0.60262197]
D00164.obj,Bird,5036,9828,[-0.69186249 -0.4946065  -0.40040025],[1.18752003 0.59771648 0.105716  ]
D00234.obj,Bird,4953,9872,[-0.92821902 -0.96680099 -0.185647  ],[0.94752097 0.62576801 0.258145  ]
D00271.obj,Bird,5035,9606,[-1.17047  -0.67701  -0.192772],[0.73311698 0.63204926 0.20658401]
D00284.obj,Bird,4996,9989,[-1.17688    -0.42264399 -0.26590349],[0.72302499 0.60882801 0.20203251]
D00323.obj,Bird,5204,9502,[-0.77768201 -0.188336   -0.049014  ],[1.19868994 0.34331501 0.043661  ]
D00386.obj,Bird,5000,9996,[-1.05761898 -0.28625199 -0.13273101],[0.81089401 0.35376701 0.073903  ]
D00438.obj,Bird,5000,9990,[-1.18693995 -0.54567403 -0.19494399],[0.78627503 0.37130699 0.064915  ]
D00442.obj,Bird,5074,9473,[-0.87343201 -0.61474726 -0.37428699],[0.91078176 0.50434801 0.52560699]
D00546.obj,Bird,4238,8048,[-1.23614001 -0.288082   -0.248996  ],[0.71536201 0.40847701 0.15049601]
D00599.obj,Bird,5001,9974,[-1.20738995 -0.45223701 -0.05299   ],[0.749861   0.29001099 0.15761399]
D00625.obj,Bird,5521,8929,[-0.75788701 -0.80340099 -0.70572698],[1.14985502 0.63740999 0.286246  ]
D00689.obj,Bird,5017,9959,[-1.17894006 -0.37730601 -0.199     ],[0.76714098 0.24427    0.34081799]
D00736.obj,Bird,5018,9953,[-1.17941999 -0.46289399 -0.198137  ],[0.79848897 0.49026999 0.084683  ]
D00762.obj,Bird,5001,9998,[-1.04530001 -0.72366399 -0.38712299],[0.74959397 0.858881   0.26473901]
D00862.obj,Bird,5005,9985,[-0.75040197 -0.536856   -0.40675601],[1.22133005 0.40871    0.099096  ]
D00922.obj,Bird,5003,9994,[-0.72486699 -0.53653097 -0.391794  ],[1.03104997 0.78013003 0.50343698]
D00961.obj,Bird,5000,9974,[-1.19013095 -0.68432802 -0.061147  ],[0.79299998 0.44463101 0.192211  ]
D00999.obj,Bird,5001,9984,[-1.23089004 -0.31741899 -0.093164  ],[0.76523697 0.37941    0.17819101]
m28.obj,Bird,4983,9587,[0.025 0.025 0.025],[0.46868101 0.578224   0.97500002]
m29.obj,Bird,5016,9944,[0.025 0.025 0.025],[0.34673801 0.91468197 0.97500002]
m30.obj,Bird,5004,9799,[0.025 0.025 0.025],[0.35945001 0.52474898 0.97500002]
m31.obj,Bird,5007,9921,[0.025 0.025 0.025],[0.50084698 0.97500002 0.514588  ]
m32.obj,Bird,4498,8984,[0.025 0.025 0.025],[0.382772   0.658333   0.97500002]
m33.obj,Bird,5036,9948,[0.025 0.025 0.025],[0.54149801 0.69245601 0.97500002]
m34.obj,Bird,5001,9998,[0.025 0.025 0.025],[0.97500002 0.25715399 0.54429299]
m35.obj,Bird,5001,9998,[0.025 0.025 0.025],[0.792373   0.63608003 0.97500002]
m36.obj,Bird,4998,9916,[0.025 0.025 0.025],[0.94454098 0.80892199 0.97500002]
m37.obj,Bird,5000,9996,[0.025 0.025 0.025],[0.97500002 0.43725801 0.74620301]
m38.obj,Bird,5003,9986,[0.025 0.025 0.025],[0.97500002 0.260681   0.29260901]
m39.obj,Bird,5059,9716,[0.025 0.025 0.025],[0.88357401 0.97500002 0.25955701]
m40.obj,Bird,5018,9958,[0.025 0.025 0.025],[0.97500002 0.28484499 0.34787899]
m41.obj,Bird,4999,9990,[0.025 0.025 0.025],[0.97500002 0.147249   0.46771601]
m42.obj,Bird,5004,9789,[0.025 0.025 0.025],[0.97500002 0.210109   0.49704301]
m43.obj,Bird,5013,9767,[0.025 0.025 0.025],[0.92710602 0.60616601 0.97500002]
m44.obj,Bird,5000,9996,[0.025 0.025 0.025],[0.97500002 0.45883301 0.26629999]
m45.obj,Bird,5004,9996,[0.0251865  0.02552781 0.025035  ],[0.97495598 0.290298   0.486435  ]
m47.obj,Bird,5008,9790,[0.025 0.025 0.025],[0.69580299 0.14815401 0.97500002]
m48.obj,Bird,5011,9899,[0.025 0.025 0.025],[0.48802501 0.45609301 0.97500002]
m49.obj,Bird,5071,9667,[0.025 0.025 0.025],[0.97500002 0.80099201 0.69110101]
m50.obj,Bird,5000,9996,[0.025 0.025 0.025],[0.406048   0.56428301 0.97500002]
m51.obj,Bird,4794,9568,[0.025 0.025 0.025],[0.97500002 0.479684   0.55168802]
m52.obj,Bird,4494,8960,[0.025 0.025 0.025],[0.97500002 0.62066698 0.909953  ]
D01009.obj,Bookset,5192,6715,[0. 0. 0.],[0.41999999 0.25999999 0.27000001]
D01013.obj,Bookset,5283,7584,[-0.050712    0.20768601  0.        ],[0.215194 0.665613 0.2798  ]
D01030.obj,Bookset,5319,7831,[0. 0. 0.],[0.42172101 0.306934   0.34747201]
D01038.obj,Bookset,4957,6976,[4.96970892 3.42497396 0.37465   ],[5.19411421 4.39183903 0.73786998]
D01042.obj,Bookset,5232,6531,[-1.91084898  0.67838901 -0.056548  ],[-1.67316902  0.88597298  0.221452  ]
D01050.obj,Bookset,5119,7860,[0. 0. 0.],[0.27527401 0.28955999 0.318973  ]
D01065.obj,Bookset,5371,7464,[ 3.38711596e+00  4.48334992e-01 -3.99999990e-04],[3.88854098 0.71424103 0.27939999]
D01078.obj,Bookset,4694,6132,[0.27399901 0.229734   0.        ],[0.58086801 0.350384   0.17145   ]
D01096.obj,Bookset,5233,6610,[0. 0. 0.],[0.53484797 0.29725999 0.30049601]
D01108.obj,Bookset,5083,6914,[0.172598   0.055124   1.61645293],[0.33360401 0.45399699 1.88955808]
D01109.obj,Bookset,4694,6108,[0. 0. 0.],[0.21717    0.306869   0.26917699]
D01110.obj,Bookset,5213,7921,[0. 0. 0.],[0.268736   0.28955999 0.34747201]
D01122.obj,Bookset,5466,8663,[ 0.       -0.020638  0.      ],[0.19800401 0.105497   0.145403  ]
D01135.obj,Bookset,5092,6759,[-0.32108301 -0.215404   -0.009347  ],[10.18149662  4.38126612  5.03625617]
D01146.obj,Bookset,5262,5093,[2.26339006 2.04348993 0.        ],[2.53891993 2.33330011 0.318973  ]
D01182.obj,Bookset,5176,7929,[-0.108086  0.013947  0.      ],[0.072563   0.24628501 0.24173   ]
D01183.obj,Bookset,5438,6642,[ 1.03899300e+00 -2.16592997e-01 -8.09999983e-05],[2.95548606 0.96567798 1.73270893]
D01184.obj,Bookset,5323,7896,[ 0. -0.  0.],[0.19100299 0.230709   0.32661799]
D01190.obj,Bookset,5089,6874,[-1.29999999e-05 -2.41123295e+00  4.12374996e-02],[ 0.164425   -1.67662799  0.31637499]
D01199.obj,Bookset,5538,7748,[-5.20417043e-18 -1.94289029e-16 -2.33235002e-01],[13.52180767  7.62756491  7.39281416]
D00020.obj,Bottle,5001,9998,[-0.79002601 -0.214855   -0.229202  ],[0.88251799 0.221754   0.192811  ]
D00123.obj,Bottle,4178,8176,[-0.78599799 -0.272641   -0.18864401],[0.78147203 0.122641   0.175108  ]
D00139.obj,Bottle,5015,9939,[-0.91806102 -0.211906   -0.194712  ],[0.72821599 0.193114   0.203996  ]
D00166.obj,Bottle,5058,9924,[-0.81469795 -0.387161   -0.27236925],[0.91940951 0.44617149 0.283684  ]
D00176.obj,Bottle,5000,9996,[-0.71890199 -0.22924    -0.26880899],[0.98714998 0.32021001 0.26258299]
D00208.obj,Bottle,5001,9994,[-0.95120299 -0.26874799 -0.24370199],[0.75862998 0.26793599 0.250368  ]
D00281.obj,Bottle,5005,9953,[-0.80388701 -0.32882401 -0.28471601],[0.90440202 0.192929   0.233906  ]
D00311.obj,Bottle,5002,9996,[-0.83121902 -0.33846101 -0.33679101],[0.87838697 0.34903601 0.344165  ]
D00347.obj,Bottle,5006,9962,[-1.01519001 -0.171      -0.213249  ],[0.56598598 0.26284501 0.21841601]
D00350.obj,Bottle,5022,9862,[-0.894669   -0.21991199 -0.214901  ],[0.86708099 0.226588   0.262761  ]
D00390.obj,Bottle,5000,9963,[-0.59801602 -0.50079101 -0.411989  ],[0.99890298 0.32843199 0.406055  ]
D00451.obj,Bottle,5030,9908,[-0.60883898 -0.461541   -0.356345  ],[0.95293802 0.28447601 0.333426  ]
D00679.obj,Bottle,5139,9786,[-0.90691476 -0.22995099 -0.27117699],[0.80946299 0.30560601 0.25847   ]
D00696.obj,Bottle,5046,9913,[-1.04429001 -0.1550155  -0.20046   ],[0.6529195  0.302001   0.20983499]
D00711.obj,Bottle,5034,9938,[-0.85919499 -0.38149601 -0.40145499],[1.04484999 0.46138799 0.427899  ]
D00716.obj,Bottle,4990,9873,[-0.881118   -0.44532701 -0.163849  ],[0.95458502 0.51992399 0.155909  ]
D00726.obj,Bottle,5032,9893,[-1.36136007 -0.332344   -0.31871599],[0.60065025 0.27658901 0.290957  ]
D00892.obj,Bottle,5001,9994,[-0.67444801 -0.151915   -0.214476  ],[1.01622999 0.287525   0.21340799]
