name,class,faces,vertices,face type,min x,min y,min z,max x,max y,max z,normalised_vertices,normalised_faces
D00366.obj,Apartment,2540,1306,Tri,"-0,8954669833183289","-0,8567150235176086","-0,6639170050621033","0,7456439733505249","0,5910400152206421","0,5294020175933838",5143.0,0.0
D00478.obj,Apartment,25206,25017,Tri,"-0,7806230187416077","-0,7604140043258667","-0,47804298996925354","0,9104920029640198","0,4047189950942993","0,4513620138168335",15670.0,0.0
D00496.obj,Apartment,2579,7737,Tri,"-0,6434190273284912","-0,7046589851379395","-0,3411880135536194","1,1535300016403198","0,878216028213501","0,2596080005168915",5655.0,0.0
D00626.obj,Apartment,64688,73388,Tri,"-0,8859339952468872","-0,597769021987915","-0,5123729705810547","0,9069870114326477","0,33114001154899597","0,382066011428833",25319.0,0.0
D00639.obj,Apartment,7980,4849,Tri,"-0,542818009853363","-0,5442590117454529","-0,6878790259361267","1,1410800218582153","0,5000590085983276","0,4491159915924072",4282.0,0.0
D00651.obj,Apartment,19380,12840,Tri,"-0,9488580226898193","-0,9509310126304626","-0,5566340088844299","0,9165589809417725","0,904250979423523","0,6618180274963379",11752.0,0.0
D00681.obj,Apartment,15557,13823,Tri,"-0,6816710233688354","-0,7903630137443542","-0,47174400091171265","1,0945299863815308","0,5875970125198364","0,6560919880867004",12682.0,0.0
D00780.obj,Apartment,13684,9911,Tri,"-0,9777309894561768","-0,6182360053062439","-0,18908299505710602","0,7891989946365356","0,4496389925479889","0,333950012922287",8240.0,0.0
D00792.obj,Apartment,1158,1327,Tri,"-0,7951629757881165","-0,965408980846405","-0,6692960262298584","1,1035399436950684","0,963375985622406","0,859246015548706",10014.0,0.0
D00859.obj,Apartment,2163,1444,Tri,"-0,824176013469696","-0,6924729943275452","-0,331279993057251","1,0737899541854858","0,6110249757766724","0,2118459939956665",4654.0,0.0
D00860.obj,Apartment,25206,25017,Tri,"-0,7649229764938354","-0,7600340247154236","-0,4747529923915863","0,9270370006561279","0,3999130129814148","0,4511750042438507",15670.0,0.0
D00869.obj,Apartment,9069,10054,Tri,"-0,984512984752655","-0,5217649936676025","-0,3806459903717041","0,6883829832077026","0,6449620127677917","0,5517849922180176",4847.0,0.0
D00921.obj,Apartment,7983,12848,Tri,"-0,8507050275802612","-0,48742300271987915","-0,5584669709205627","0,8226010203361511","0,5457479953765869","0,5549780130386353",6689.0,0.0
D00953.obj,Apartment,7140,7239,Tri,"-0,9492009878158569","-0,8267989754676819","-0,4448870122432709","0,6653209924697876","0,8960790038108826","0,5187100172042847",4156.0,0.0
m463.obj,Apartment,3672,2022,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7850289940834045","0,9750000238418579","0,5747650265693665",7553.0,0.0
m464.obj,Apartment,12810,8349,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,34744900465011597","0,9750000238418579","0,29630500078201294",8301.0,0.0
m465.obj,Apartment,4363,2335,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,21702000498771667","0,9750000238418579","0,2515229880809784",8906.0,0.0
m53.obj,AquaticAnimal,34877,18814,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,1633709967136383","0,3487609922885895","0,9750000238418579",18409.0,0.0
m54.obj,AquaticAnimal,33836,18203,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,2548989951610565","0,37114301323890686","0,9750000238418579",18143.0,0.0
m55.obj,AquaticAnimal,37072,19730,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,18151000142097473","0,38014599680900574","0,9750000238418579",19505.0,0.0
m56.obj,AquaticAnimal,10893,5814,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,168955996632576","0,3674519956111908","0,9750000238418579",5814.0,0.0
m57.obj,AquaticAnimal,36278,19169,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,14396299421787262","0,3894430100917816","0,9750000238418579",18878.0,0.0
m58.obj,AquaticAnimal,950,477,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,5370489954948425","0,5002110004425049","0,9750000238418579",7602.0,0.0
m59.obj,AquaticAnimal,1680,4835,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,22499999403953552","0,22499999403953552","0,9750000238418579",10731.0,0.0
m60.obj,AquaticAnimal,3208,1606,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,3486739993095398","0,40767499804496765","0,9750000238418579",6418.0,0.0
m61.obj,AquaticAnimal,337,216,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,1874299943447113","0,4433960020542145","0,9750000238418579",11101.0,0.0
m62.obj,AquaticAnimal,478,241,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,1312759965658188","0,7491779923439026","0,9750000238418579",3826.0,0.0
m63.obj,AquaticAnimal,1792,2105,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,7245410084724426","0,7772380113601685",3991.0,0.0
m64.obj,AquaticAnimal,444,304,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,5450869798660278","0,17890000343322754",3625.0,0.0
m65.obj,AquaticAnimal,1930,1004,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,39981600642204285","0,6045950055122375","0,9750000238418579",3936.0,0.0
m66.obj,AquaticAnimal,8196,5581,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,44570499658584595","0,5475530028343201","0,9750000238418579",4117.0,0.0
m67.obj,AquaticAnimal,27996,14000,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,24969999492168427","0,3889879882335663",14000.0,0.0
m68.obj,AquaticAnimal,1098,553,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,27851900458335876","0,1874299943447113",8788.0,0.0
m69.obj,AquaticAnimal,560,317,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,3573249876499176","0,26477599143981934","0,9750000238418579",4577.0,0.0
m70.obj,AquaticAnimal,560,320,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,4544149935245514","0,266075998544693","0,9750000238418579",4598.0,0.0
m71.obj,AquaticAnimal,836,420,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,3259899914264679","0,3715350031852722","0,9750000238418579",6690.0,0.0
m72.obj,AquaticAnimal,590,331,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,45620301365852356","0,26282799243927","0,9750000238418579",4819.0,0.0
m73.obj,AquaticAnimal,564,291,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,6108649969100952","0,3761810064315796",4518.0,0.0
m74.obj,AquaticAnimal,336,294,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,35445499420166016","0,3215959966182709","0,9750000238418579",10557.0,0.0
m75.obj,AquaticAnimal,512,298,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,5383840203285217","0,2993110120296478","0,9750000238418579",4222.0,0.0
m76.obj,AquaticAnimal,3164,1595,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,3959299921989441","0,3531399965286255","0,9750000238418579",6328.0,0.0
m77.obj,AquaticAnimal,23022,11584,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,40799400210380554","0,6112030148506165",11578.0,0.0
m78.obj,AquaticAnimal,734,483,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,5166500210762024","0,428180992603302",6237.0,0.0
m79.obj,AquaticAnimal,226,166,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,25617098808288574","0,3009580075740814",7628.0,0.0
m80.obj,AquaticAnimal,2104,1200,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,30888301134109497","0,41600099205970764",4317.0,0.0
m81.obj,AquaticAnimal,1673,1223,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,41449999809265137","0,29100000858306885","0,9750000238418579",3320.0,0.0
D00031.obj,Bed,3590,1873,Tri,"-0,6696659922599792","-0,7084630131721497","-0,2675029933452606","0,9304260015487671","0,7265340089797974","0,31219300627708435",7374.0,0.0
D00110.obj,Bed,3644,2094,Tri,"-0,8888999819755554","-0,7184839844703674","-0,22001400589942932","0,7522299885749817","0,5245620012283325","0,3397049903869629",7455.0,0.0
D00121.obj,Bed,24612,15368,Tri,"-0,9122830033302307","-0,5996689796447754","-0,4820210039615631","0,7857900261878967","0,8585039973258972","0,46320900321006775",12384.0,0.0
D00184.obj,Bed,14204,7224,Tri,"-0,9376839995384216","-0,8913289904594421","-0,46636098623275757","0,7500020265579224","0,6646019816398621","0,34194299578666687",7218.0,0.0
D00210.obj,Bed,34247,22063,Tri,"-0,6678869724273682","-0,5326880216598511","-0,4125550091266632","0,8169400095939636","0,8667309880256653","0,5463719964027405",17296.0,0.0
D00213.obj,Bed,4536,2544,Tri,"-0,9550790190696716","-0,36531901359558105","-0,3755989968776703","0,747501015663147","0,5044400095939636","0,27562499046325684",9074.0,0.0
D00217.obj,Bed,6272,3238,Tri,"-0,8426010012626648","-0,5450900197029114","-0,30379998683929443","0,8815919756889343","0,41161900758743286","0,4225490093231201",3238.0,0.0
D00307.obj,Bed,5259,2998,Tri,"-0,8202160000801086","-0,8339380025863647","-0,21380800008773804","0,9916989803314209","0,8721060156822205","0,39263400435447693",10529.0,0.0
D00322.obj,Bed,14796,9342,Tri,"-0,9431399703025818","-0,41553598642349243","-0,5209550261497498","0,8640009760856628","0,599245011806488","0,5206019878387451",7442.0,0.0
D00417.obj,Bed,24736,12808,Tri,"-0,799888014793396","-0,5094069838523865","-0,3747580051422119","0,7960460186004639","0,6680830121040344","0,3023020029067993",12236.0,0.0
D00538.obj,Bed,13868,7136,Tri,"-0,8382459878921509","-0,47965800762176514","-0,3257350027561188","0,8385999798774719","0,7026270031929016","0,4117870032787323",7136.0,0.0
D00545.obj,Bed,838,691,Tri,"-0,8327339887619019","-0,479669988155365","-0,398250013589859","0,8767840266227722","0,7474120259284973","0,3463340103626251",6616.0,0.0
D00552.obj,Bed,12251,6967,Tri,"-1,056980013847351","-0,7190449833869934","-0,4644559919834137","0,4896250069141388","0,716509997844696","0,232914999127388",6349.0,0.0
D00565.obj,Bed,1628,859,Tri,"-1,0858800411224365","-0,6056129932403564","-0,37501901388168335","0,6029819846153259","0,7185940146446228","0,18043099343776703",3297.0,0.0
D00650.obj,Bed,7443,3791,Tri,"-0,8637329936027527","-0,5506049990653992","-0,42155900597572327","0,833154022693634","0,3775320053100586","0,2820189893245697",3752.0,0.0
D00735.obj,Bed,684,453,Tri,"-0,6449229717254639","-0,6844249963760376","-0,3125939965248108","1,1134400367736816","0,7377700209617615","0,47614601254463196",5985.0,0.0
D00836.obj,Bed,3154,1785,Tri,"-0,7958639860153198","-0,3653070032596588","-0,3046019971370697","0,9190970063209534","0,5124589800834656","0,5978530049324036",6343.0,0.0
D00839.obj,Bed,32648,16370,Tri,"-0,8006479740142822","-0,877286970615387","-0,35191699862480164","0,864395022392273","0,5697720050811768","0,2907710075378418",16364.0,0.0
D00969.obj,Bed,23918,13151,Tri,"-0,9069790244102478","-0,9283040165901184","-0,46686699986457825","0,7982079982757568","0,5693910121917725","0,3793950080871582",12375.0,0.0
D00988.obj,Bed,624,768,Tri,"-0,8678879737854004","-0,7263259887695312","-0,5176810026168823","0,815509021282196","0,42640700936317444","0,20892100036144257",5024.0,0.0
m945.obj,Bed,15659,8476,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7400040030479431","0,8133779764175415","0,9750000238418579",8116.0,0.0
m946.obj,Bed,644,449,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,49414899945259094","0,49414700269699097","0,9750000238418579",5651.0,0.0
m947.obj,Bed,584,525,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7219939827919006","0,4454540014266968","0,9750000238418579",5061.0,0.0
m948.obj,Bed,9038,4597,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,8933820128440857","0,9614080190658569",4597.0,0.0
m949.obj,Bed,1388,706,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9562069773674011","0,9750000238418579","0,48995399475097656",11116.0,0.0
m950.obj,Bed,724,449,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7693840265274048","0,8892269730567932","0,9750000238418579",6059.0,0.0
m951.obj,Bed,572,396,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7979469895362854","0,5367519855499268","0,9750000238418579",4890.0,0.0
D00016.obj,Bicycle,5049,3306,Tri,"-0,9142990112304688","-0,4406200051307678","-0,2099349945783615","0,9599549770355225","0,8181830048561096","0,1778469979763031",10475.0,0.0
D00033.obj,Bicycle,4448,3848,Tri,"-1,0651999711990356","-0,38930800557136536","-0,28162598609924316","0,8787239789962769","0,7046170234680176","0,3100149929523468",8616.0,0.0
D00040.obj,Bicycle,50650,40897,Tri,"-0,9409700036048889","-0,45816200971603394","-0,3176400065422058","0,9638239741325378","0,74480801820755","0,3156009912490845",25426.0,0.0
D00077.obj,Bicycle,32265,17172,Tri,"-0,8466920256614685","-0,6580640077590942","-0,3637610077857971","1,044909954071045","0,48678499460220337","0,28897398710250854",16416.0,0.0
D00078.obj,Bicycle,44740,23583,Tri,"-1,0169800519943237","-0,5963770151138306","-0,365121990442276","0,8698300123214722","0,7581110000610352","0,35841798782348633",22674.0,0.0
D00462.obj,Bicycle,111471,56907,Tri,"-0,9814320206642151","-0,5939909815788269","-0,2768380045890808","0,933426022529602","0,6111689805984497","0,23777000606060028",26031.0,0.0
D00514.obj,Bicycle,12939,6951,Tri,"-1,0004099607467651","-0,5541309714317322","-0,21842800080776215","0,86770099401474","0,697750985622406","0,178289994597435",6951.0,0.0
D00536.obj,Bicycle,60488,32068,Tri,"-0,8857060074806213","-0,5520340204238892","-0,459881991147995","1,0226099491119385","0,679220974445343","0,4371289908885956",25839.0,0.0
D00555.obj,Bicycle,64544,35132,Tri,"-0,953013002872467","-0,49476000666618347","-0,33326101303100586","0,9735890030860901","0,7578949928283691","0,3545660078525543",26999.0,0.0
D00558.obj,Bicycle,37661,19900,Tri,"-1,0142799615859985","-0,5394150018692017","-0,28349098563194275","0,9387840032577515","0,5845829844474792","0,23696699738502502",19417.0,0.0
D00567.obj,Bicycle,916,436,Tri,"-0,9237989783287048","-0,5037429928779602","-0,28864601254463196","0,9910989999771118","0,6896790266036987","0,26694801449775696",7306.0,0.0
D00621.obj,Bicycle,5049,3198,Tri,"-0,9148039817810059","-0,7206609845161438","-0,212117999792099","0,9568690061569214","0,5497729778289795","0,17542600631713867",10475.0,0.0
D00708.obj,Bicycle,44110,24763,Tri,"-0,9938719868659973","-0,562470018863678","-0,3078869879245758","0,9420179724693298","0,6493909955024719","0,28076601028442383",22495.0,0.0
D00750.obj,Bicycle,5484,3095,Tri,"-0,8115590214729309","-0,8188380002975464","-0,16729199886322021","1,1033799648284912","0,7363719940185547","0,43965598940849304",11145.0,0.0
D00838.obj,Bicycle,45925,26439,Tri,"-0,9429739713668823","-0,6380450129508972","-0,2980610132217407","0,9719439744949341","0,560247004032135","0,2842490077018738",23397.0,0.0
D00847.obj,Bicycle,44707,23722,Tri,"-0,932407021522522","-0,5892760157585144","-0,3613170087337494","0,9739149808883667","0,7320259809494019","0,3619059920310974",22672.0,0.0
D00904.obj,Bicycle,10548,6086,Tri,"-0,9598960280418396","-0,5993160009384155","-0,1960880011320114","0,953013002872467","0,6374059915542603","0,1912979930639267",5354.0,0.0
D00930.obj,Bicycle,57224,29173,Tri,"-0,7387290000915527","-0,5199499726295471","-0,3425999879837036","0,9940059781074524","0,8527510166168213","0,3371579945087433",25553.0,0.0
D00931.obj,Bicycle,64230,34112,Tri,"-0,9205729961395264","-0,40091899037361145","-0,4329479932785034","0,8498290181159973","0,6840490102767944","0,1359580010175705",25805.0,0.0
D00974.obj,Bicycle,12065,7587,Tri,"-0,8433259725570679","-0,5838789939880371","-0,2105109989643097","1,05062997341156","0,5508970022201538","0,2090590000152588",6045.0,0.0
m1472.obj,Bicycle,846,602,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,4064579904079437","0,566815972328186","0,9750000238418579",7109.0,0.0
m1473.obj,Bicycle,4448,3728,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,5576429963111877","0,31407099962234497",8616.0,0.0
m1475.obj,Bicycle,12065,7375,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,5134490132331848","0,2323330044746399",6049.0,0.0
m1476.obj,Bicycle,916,436,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,29967498779296875","0,5747230052947998","0,9750000238418579",7306.0,0.0
m1477.obj,Bicycle,44727,23564,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,6160460114479065","0,3760310113430023",22682.0,0.0
m1478.obj,Bicycle,5049,4692,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,6116660237312317","0,22357599437236786",10475.0,0.0
D00069.obj,Biplane,6326,3770,Tri,"-1,063420057296753","-0,4468420147895813","-0,1988469958305359","0,9051370024681091","0,5534459948539734","0,19973799586296082",3242.0,0.0
D00132.obj,Biplane,348,329,Tri,"-0,9488720297813416","-0,4167819917201996","-0,12930899858474731","0,9473220109939575","0,8526099920272827","0,25550100207328796",3239.0,0.0
D00178.obj,Biplane,8057,10984,Tri,"-0,8704569935798645","-0,4692020118236542","-0,17689299583435059","0,48715299367904663","0,5924450159072876","0,1258549988269806",4566.0,0.0
D00199.obj,Biplane,3764,2662,Tri,"-1,0165300369262695","-0,38885998725891113","-0,23430199921131134","0,9156060218811035","1,0759600400924683","0,33911600708961487",8859.0,0.0
D00246.obj,Biplane,9353,14193,Tri,"-0,984595000743866","-0,39595499634742737","-0,19304800033569336","0,998878002166748","0,6320819854736328","0,1393039971590042",5022.0,0.0
D00276.obj,Biplane,916,567,Tri,"-1,080180048942566","-0,864861011505127","-0,4688830077648163","0,6990360021591187","0,7663940191268921","0,47753798961639404",7484.0,0.0
D00277.obj,Biplane,41567,25601,Tri,"-0,5578169822692871","-1,055150032043457","-0,27862098813056946","0,8048509955406189","0,8134109973907471","0,2687560021877289",22419.0,0.0
D00320.obj,Biplane,17476,10452,Tri,"-0,9901059865951538","-0,7514200210571289","-0,1522659957408905","0,9846060276031494","0,4279389977455139","0,30323800444602966",9723.0,0.0
D00373.obj,Biplane,12536,10897,Tri,"-0,6665830016136169","-0,9676200151443481","-0,3769179880619049","0,8639050126075745","0,9305830001831055","0,24587799608707428",5941.0,0.0
D00410.obj,Biplane,4254,2167,Tri,"-1,1497999429702759","-0,5715339779853821","-0,23169100284576416","0,7724270224571228","0,6080459952354431","0,1732659935951233",8548.0,0.0
D00490.obj,Biplane,46318,25589,Tri,"-0,8584949970245361","-0,5550240278244019","-0,2670699954032898","0,9707239866256714","0,7105410099029541","0,21474899351596832",23374.0,0.0
D00515.obj,Biplane,10522,5711,Tri,"-0,8900780081748962","-0,8895170092582703","-0,3153199851512909","0,6879339814186096","0,8638110160827637","0,254272997379303",5379.0,0.0
D00601.obj,Biplane,36024,18131,Tri,"-0,8074610233306885","-0,4945400059223175","-0,3506230115890503","0,8208810091018677","0,7841179966926575","0,44723498821258545",17850.0,0.0
D00616.obj,Biplane,37102,20312,Tri,"-1,0318900346755981","-0,5959640145301819","-0,1925790011882782","0,9510700106620789","0,3398430049419403","0,1860779970884323",17875.0,0.0
D00632.obj,Biplane,1024,624,Tri,"-0,8451859951019287","-0,9367499947547913","-0,2367130070924759","0,6288790106773376","0,9357010126113892","0,3175309896469116",8634.0,0.0
D00634.obj,Biplane,77264,48973,Tri,"-0,958046019077301","-0,7381380200386047","-0,3363249897956848","0,9768819808959961","0,7966679930686951","0,25928300619125366",20590.0,0.0
D00666.obj,Biplane,794,469,Tri,"-1,224519968032837","-0,9467430114746094","-0,26614201068878174","0,6933640241622925","0,9623280167579651","0,17930899560451508",6634.0,0.0
D00854.obj,Biplane,37292,18966,Tri,"-0,9670730233192444","-0,9531959891319275","-0,1910330057144165","0,4543119966983795","0,9801110029220581","0,3548260033130646",18832.0,0.0
D00890.obj,Biplane,47490,45094,Tri,"-0,8891689777374268","-0,8370590209960938","-0,259335994720459","0,8821750283241272","0,766086995601654","0,3211120069026947",24430.0,0.0
D00900.obj,Biplane,49863,28878,Tri,"-1,179110050201416","-0,8972269892692566","-0,17925800383090973","0,8053550124168396","0,4827730059623718","0,2759929895401001",26728.0,0.0
m1118.obj,Biplane,20408,10946,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,23162299394607544","0,5268840193748474",10676.0,0.0
m1119.obj,Biplane,1550,863,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,3793250024318695","0,8152710199356079",3226.0,0.0
m1120.obj,Biplane,129881,65746,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,3700369894504547","0,8891389966011047",25776.0,0.0
m1121.obj,Biplane,1913,1293,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,792248010635376","0,9750000238418579","0,32874900102615356",4027.0,0.0
m1122.obj,Biplane,11577,7001,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9357200264930725","0,9750000238418579","0,30451899766921997",6704.0,0.0
m1123.obj,Biplane,1756,1099,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,6976749897003174","0,9750000238418579","0,3184269964694977",3783.0,0.0
m1124.obj,Biplane,572,432,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,6330819725990295","0,9750000238418579","0,24074600636959076",4980.0,0.0
m1125.obj,Biplane,656,560,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7990819811820984","0,9750000238418579","0,27437499165534973",5666.0,0.0
m1126.obj,Biplane,1316,896,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,788133978843689","0,9750000238418579","0,2361059933900833",10970.0,0.0
m1127.obj,Biplane,520,510,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,8110529780387878","0,9750000238418579","0,21970400214195251",4500.0,0.0
m1128.obj,Biplane,1232,760,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,9670869708061218","0,24195100367069244",10258.0,0.0
m1129.obj,Biplane,6272,3387,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,9750000238418579","0,34655100107192993","0,699508011341095",3351.0,0.0
m1131.obj,Biplane,768,608,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7056180238723755","0,9750000238418579","0,19673199951648712",6530.0,0.0
m1132.obj,Biplane,1428,918,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7226999998092651","0,9750000238418579","0,2097650021314621",3182.0,0.0
m1133.obj,Biplane,1024,708,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,7697470188140869","0,9750000238418579","0,3112170100212097",8634.0,0.0
m1134.obj,Biplane,512,464,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,5423880219459534","0,9750000238418579","0,17319999635219574",4418.0,0.0
m1135.obj,Biplane,360,456,Tri,"0,02500000037252903","0,02500000037252903","0,02500000037252903","0,5459070205688477","0,9750000238418579","0,1810470074415207",3042.0,0.0
