file_name,Barycenter_X,Barycenter_Y,Barycenter_Z,Scaling_Factor,Num_Vertices,Num_Faces
D00478.obj,-2.1623951721457297e-16,-5.903350913890572e-17,8.033394815983227e-17,0.7459020481245392,3672,6559
D00496.obj,2.2207792494377756e-17,2.0101134309145898e-16,-4.8558373986206326e-17,0.6774191551295196,4998,9154
D00626.obj,-2.122540020583934e-16,-6.79421077720964e-17,-1.4405042148836233e-16,0.6502539566583336,30598,65380
D00639.obj,3.0942735010819184e-16,9.797420024059576e-18,-1.3601658073758925e-16,0.6626657773116239,4282,8119
D00651.obj,-8.020096353491915e-17,-6.622644047696979e-18,1.7174227485488346e-17,0.6150937343838483,3730,6697
D00681.obj,1.6943718371322628e-16,-6.167767847105524e-18,2.4987957940837964e-17,0.7690358040514407,4894,5740
D00780.obj,2.846983653216014e-17,3.4087850741130043e-16,-1.806074117533113e-16,0.8558468854019249,5518,8420
D00792.obj,8.156360364675315e-17,-1.0518678485680088e-16,3.085240264826455e-17,0.7677641935329991,5270,9253
D00859.obj,-1.1699124345512402e-17,-2.0909797191206375e-16,9.350420676683416e-17,0.7939368668296133,4650,8656
D00860.obj,4.18450072462205e-17,1.6317738736116477e-16,-1.4689593042323864e-16,0.7451729605743724,3672,6560
D00869.obj,1.621356236808164e-16,-5.3489752800823123e-17,-1.127172994466762e-16,0.7354980959924675,4847,9189
D00921.obj,-1.6865806615946494e-16,-5.2827132823801855e-17,1.0770542076740691e-16,0.9370075127582744,4912,6267
D00953.obj,-2.426408982836934e-16,1.9610556361340891e-16,6.983639418013271e-17,0.7817711051512176,4156,7354
m463.obj,-1.328654477694899e-17,-1.6327636153040572e-14,2.1400920839322214e-14,1.5188986922869925,5070,9722
m464.obj,5.189991603510724e-15,-4.196169402147062e-15,5.180649433988616e-15,3.339543378849007,5532,7856
m465.obj,6.191328441664794e-15,4.7796827058577086e-14,-6.398747027011183e-17,6.544477544937473,5082,9892
m53.obj,1.288703714725907e-16,-2.652113183300374e-16,-2.5083165647762465e-16,1.5337575133849108,5005,9483
m54.obj,2.678582933533973e-16,-1.569693936675211e-15,1.2447955124585087e-16,1.4146153144612617,4983,9366
m55.obj,1.343003224395122e-16,5.501472356986718e-16,-4.586370363338099e-15,1.4726476865073217,5004,9509
m56.obj,8.93133188989337e-17,2.660112545573764e-16,-2.7314603227231895e-16,1.3366882768833515,5008,9384
m57.obj,-1.4397470377296482e-16,6.599266612582569e-16,3.963614260226361e-16,1.487699619492097,5078,9660
m58.obj,-7.402967128200543e-17,-7.27468779659901e-16,-2.551403532891072e-16,1.481912577402513,5000,9996
m59.obj,-8.673617379884035e-19,-4.6049023180475245e-17,-4.289498049688105e-17,1.7027863777089782,44,1680
m60.obj,-6.80353690052371e-16,-2.5296292838206116e-16,2.849565028384404e-15,1.2601844337988206,5000,9996
m61.obj,1.5532695693679814e-15,4.194151758586865e-16,2.1584506400097122e-14,1.7823165810548833,5116,10196
m62.obj,5.153512756178441e-16,-3.677877394314131e-16,-2.5001663074042217e-15,1.9274387479000332,5001,9998
m63.obj,8.404935315322889e-16,1.0897764001819768e-15,1.6394945518886763e-15,0.8922634643862949,5419,9477
m64.obj,-9.06579297539784e-16,-1.2747676409236856e-15,3.58131905543612e-15,1.993653341507537,5038,9922
m65.obj,-6.197351042536115e-16,8.863161631938988e-16,2.3500922880979994e-15,1.0358486853674735,5060,10108
m66.obj,-4.098667739294317e-16,7.239516087624307e-16,-5.870884169698456e-16,1.2896186471236466,4116,8235
m67.obj,-1.23951594394963e-15,7.965606695210766e-16,3.847782476119581e-15,1.7662186014364742,5001,9998
m68.obj,1.2972137971989957e-15,-7.459845134693273e-16,9.521302615337989e-17,1.8236271189674127,5001,9994
m69.obj,-1.4917408800060696e-16,-1.1341937490204725e-15,5.0702691850784495e-15,1.2372401260762786,4576,9104
m70.obj,-3.4293418331910225e-16,1.1107460038138308e-15,5.649103638776615e-15,1.2661869663899243,4604,9168
m71.obj,1.1451395387496178e-15,-3.6379232959404816e-17,6.695977106119244e-16,1.3058612774404612,5000,9996
m72.obj,1.1694093155588363e-15,-7.555396790974939e-16,-3.6525278839787617e-16,1.2970340324554879,4824,9608
m73.obj,-1.1397847399554811e-15,9.406977680706457e-16,-2.38508735657631e-16,1.4492213880244074,4518,9024
m74.obj,-2.9169054003461864e-17,1.2849803525754126e-18,-2.299258177541605e-16,1.166998887958115,162,336
m75.obj,3.1796939726436262e-15,-6.833341642452689e-16,3.2706545345476364e-15,1.2693388674199046,4228,8416
m76.obj,-1.363291424194557e-16,3.0964120156795618e-16,1.3571477275320376e-15,1.1529030658355746,5000,10000
m77.obj,5.701517507863113e-16,5.884286706165711e-16,-1.931896594971557e-15,1.104752180850951,5038,9942
m78.obj,-1.1999194189935767e-15,1.3846775647350259e-15,-6.8248381453604635e-16,1.1425477859836295,5069,9414
m79.obj,5.137644159293869e-16,-1.176516444472987e-16,2.16271735573117e-15,1.7922015098680073,5066,9577
m80.obj,-2.2705693912701053e-15,1.9534344543193266e-16,-5.170691510533848e-16,1.57495998489371,4317,8416
m81.obj,-5.047741687879677e-16,1.641773065222017e-16,1.0303569225619816e-15,1.393987064935399,857,1673
D00031.obj,-4.533650512721552e-16,-3.973779320442983e-18,6.191596476688825e-17,0.69880525471133,5015,9774
D00110.obj,-5.505307635364689e-16,-1.2905208538683988e-16,-1.1942034188538285e-16,1.129306309770455,5017,9775
D00121.obj,-3.437048945537432e-16,1.6602465647925788e-16,5.540636650761976e-16,0.5862899729766892,5046,9936
D00184.obj,-2.294438863068696e-16,-3.0655741045470156e-16,-6.320775470587975e-16,0.7893675787189584,5034,9841
D00210.obj,1.0351902701121793e-16,2.993457915511915e-16,5.362987940662286e-17,0.7725781459044124,5090,10026
D00213.obj,-3.002643587303884e-17,-2.441646715888972e-16,3.928199589529397e-19,1.1873981558281193,4999,10000
D00217.obj,-2.3267136961702267e-16,-2.442991864984271e-16,2.942627831205023e-17,0.8682343999345505,5067,10062
D00307.obj,2.505298518915261e-16,-9.092827603097845e-17,-4.2657709742928156e-19,0.7492840797258494,4945,10028
D00322.obj,-1.3657470314894228e-16,-6.017767501346269e-17,-1.048251810222092e-16,0.6270221758776062,5014,9940
D00417.obj,1.1708169641938626e-17,-1.1158828981013545e-16,-3.8370612831282275e-17,0.6694319237186857,5002,9996
D00538.obj,-2.0195797399769318e-16,-3.017361297997967e-17,-7.22682047494448e-18,0.7798724474521557,5085,10086
D00545.obj,-4.1466161160698616e-17,1.484756093173402e-17,2.273950773328634e-18,0.7621523572644233,415,838
D00552.obj,-4.287498752076207e-16,-1.3814242293265435e-17,3.294420502097941e-17,1.355058479686355,5023,9648
D00565.obj,-4.3100880444481926e-16,-4.97042555595721e-17,-2.2421170692505038e-17,1.2797233673904038,4995,9935
D00650.obj,-3.4187399163243537e-16,6.229707689403048e-16,-1.0978306607864066e-16,0.8272416732807624,5017,9980
D00735.obj,2.883809495208275e-16,-1.2854903973232822e-16,3.8218608642518934e-17,0.597223625297621,4948,9159
D00836.obj,-3.5025688281896736e-17,1.3968246713501174e-16,3.082282835614466e-17,0.7463242782187607,4986,9959
D00839.obj,8.541326129752736e-17,3.8089506965404405e-16,1.3280251293769038e-16,0.6989723579087627,5017,9980
D00969.obj,9.657856236615736e-17,-2.807973608136764e-17,6.857089884735662e-17,0.7481957624808824,5223,9662
D00988.obj,1.3783147659653488e-16,-2.0256312413400163e-18,-2.0037699205659917e-16,0.7802669374894798,5015,9984
m945.obj,-2.273649321317849e-16,8.216299473240956e-16,1.6797033038464854e-16,1.709643811375149,5003,9662
m946.obj,5.874117002500236e-16,-1.0017169791659143e-15,-5.8573858121429575e-15,1.4642755884363923,5063,10038
m947.obj,-7.559432015131969e-17,-3.795126631450576e-15,5.2910331872132555e-15,1.2141714175154474,5061,9344
m948.obj,1.6350491405296437e-15,7.559391321403504e-15,1.2766260627363114e-14,1.1627896264804216,4597,9038
m949.obj,-2.557105767864174e-17,-1.0156053984216784e-15,-1.5527514684872448e-15,1.0676460438702866,5006,9988
m950.obj,2.4448821411352773e-15,1.1529942729730843e-15,1.8477267451722627e-15,1.174445908610119,5037,9558
m951.obj,-2.474019715091706e-15,1.6094194160616362e-14,-2.757440285751543e-15,1.5490609025882032,4884,9152
D00016.obj,-1.748771207068067e-17,-1.1556143274293057e-17,-2.431456675344541e-17,0.8602763129643121,5063,9640
D00033.obj,2.1264291017384314e-16,-2.08293439268748e-18,1.4814791729144994e-18,0.805577039835415,2192,4448
D00040.obj,2.9923536489248004e-16,-2.410104418929357e-16,-1.1921383236968466e-16,0.9863557388532307,25426,50750
D00077.obj,-1.1507617309913363e-16,2.0839918677387382e-16,-5.3752980817034e-19,0.7206304609567675,4957,9879
D00078.obj,-2.5853608363740516e-16,-6.267268344224229e-17,5.95617106692434e-17,0.8134388497957256,5236,9864
D00462.obj,2.5455668631007925e-16,2.2359196090430763e-16,2.2151438241846314e-17,0.7890479881319765,56754,111471
D00514.obj,4.670117794967307e-16,2.254062944534131e-17,1.554477804611755e-17,0.8744146653390088,5071,9309
D00536.obj,-2.0410315292308985e-16,3.401519126571883e-16,-1.641635645673921e-17,0.6727727745961496,29824,60296
D00555.obj,-9.971270669448863e-16,1.2171255358861223e-15,-6.560565141159785e-17,0.7617215650949298,34292,64565
D00558.obj,-1.0664097076556767e-16,-1.6327155760154694e-16,-1.527306520030217e-17,0.8122929864953876,5182,9711
D00567.obj,-8.339404600108687e-18,-6.588766229856863e-17,-7.95744713750829e-21,0.7662442996279039,436,916
D00621.obj,1.8934205763027612e-18,1.4309006135596703e-16,-2.0974010733596553e-17,0.8707646787174519,5072,9639
D00708.obj,-1.3796354640666576e-16,9.029099423248126e-17,3.258377436459029e-17,0.8210668310717677,5283,9816
D00750.obj,5.595340138107893e-16,4.6370585015895906e-17,-1.8824366680349388e-17,0.806757138086313,5071,9840
D00838.obj,2.96818052053142e-17,2.0459028441385849e-16,-9.09243435240258e-18,0.8306367355753883,5281,9821
D00847.obj,-6.375737297213309e-16,-2.2999972127710802e-17,-9.20819273022319e-18,0.7284649539575317,5244,9858
D00904.obj,-2.051638912039575e-16,-8.607833061054785e-17,1.3461956740820815e-17,0.9361715973018054,5005,9850
D00930.obj,-3.537047861283398e-16,2.9621724056066525e-16,-7.072518049293894e-18,0.7681005267924379,29028,57058
D00931.obj,-1.0791413430091515e-16,-3.1339376083963516e-16,-1.2373540513315272e-16,0.7913760504189999,32603,64230
D00974.obj,-2.7018030470626673e-16,2.1321861082977002e-16,-9.6070555196207e-18,0.8611202429047206,4975,9987
m1472.obj,3.936669245969051e-15,3.8778598511728865e-16,-1.0533587478288085e-15,1.6942494477917678,5046,9525
m1473.obj,2.0664545196657003e-15,2.484389924117003e-16,7.403977066481156e-16,1.6326457358424578,2192,4448
m1475.obj,-1.0988751698159348e-14,-1.3862827038979002e-15,7.692336086065355e-15,1.6971432462199523,4972,9980
m1476.obj,-5.750847046277241e-17,3.56175333874871e-16,-6.241184938890502e-16,1.5724937829420533,436,916
m1477.obj,5.82259239763256e-15,1.3766596070323384e-16,6.408879955199779e-17,1.5334917185422996,5242,9854
m1478.obj,-2.6955223101138315e-15,-2.1858818811581085e-15,3.7409567218817115e-15,1.7352194347684358,5059,9639
D00069.obj,-5.636206843448001e-17,-9.00180830777154e-18,1.992657753203532e-17,0.8304600392647482,4958,9961
D00132.obj,-1.335397066661129e-16,1.7475293911769154e-16,8.917010563103759e-18,0.9061369323200797,5153,9242
D00178.obj,-1.4540371632191057e-16,8.575901462665193e-17,-2.7506346837652395e-17,1.441401918339968,4566,7784
D00199.obj,-1.6807081342098647e-16,1.1527925674095126e-16,9.450087917783833e-18,0.8186739837800739,5344,8521
D00246.obj,-1.029531785280636e-16,-3.3334877404553125e-17,6.131981510462023e-18,0.8402148209857644,5022,9417
D00276.obj,-6.221782991712963e-16,-7.854249083842717e-17,4.0470220135479574e-17,0.6022209251205545,5035,10002
D00277.obj,3.5728753386445744e-16,-1.6213309486899012e-17,-1.435669121303536e-17,0.8414239971843932,3999,7573
D00320.obj,4.542334943038008e-17,-2.188844004974887e-16,-3.5375085486504657e-17,0.8643441349509918,4914,9121
D00373.obj,-1.4112782834487766e-16,1.1168337197095051e-16,1.2853246866473367e-16,0.8693928763809418,5941,12589
D00410.obj,1.2118163994861906e-18,7.864079757761526e-17,2.1313858440004033e-16,0.9412992874936664,5016,9952
D00490.obj,-1.0945615712997233e-16,1.7619134991112398e-18,5.00677085997444e-17,0.833454762204133,5104,9932
D00515.obj,-5.983747705096759e-16,-2.071554465140776e-16,7.15913865921896e-17,0.8303592460394881,4981,9780
D00601.obj,-2.3951584568790002e-16,-2.325435206985174e-16,-1.143871800889706e-16,0.797091069077394,17850,36024
D00616.obj,1.265664923294069e-16,-5.721367435762181e-16,9.415467628558827e-17,0.84407965583197,17875,37069
D00632.obj,-2.2736671728226854e-15,8.499525733941103e-17,2.7617953761128573e-17,1.4031500919690334,5042,10044
D00634.obj,2.377256749575544e-16,2.200565713327723e-16,-3.0933231089108916e-16,0.793781653417509,40788,77680
D00666.obj,6.030681552068645e-16,-1.2181888432112923e-17,-1.516751397301279e-17,0.9117532487198604,4982,9932
D00854.obj,1.8974573799989266e-16,-7.462073030681438e-17,1.5129483426596946e-17,1.450314649466573,5150,9856
D00890.obj,1.9398956792103121e-16,-4.023950677938843e-16,5.952760587782603e-17,0.8785203590211407,5480,9692
D00900.obj,-1.9356038167289375e-16,-6.995017310482948e-17,-6.2808987802930935e-18,0.8264002455489978,4352,7736
m1118.obj,3.966144517172772e-17,8.299462416075615e-16,3.0556140185188423e-15,1.330495996694679,5039,9565
m1119.obj,7.413571446844976e-16,-2.2088290198096205e-15,-1.2155798121435595e-16,1.6231341664305268,5095,10062
m1120.obj,2.5492177220134138e-14,3.3735660515134455e-15,1.4655050388035036e-14,1.002578140079537,65698,129855
m1121.obj,9.11660725665471e-16,-1.2520955770145545e-15,-3.0694137737238894e-16,1.4432381166740034,4027,7652
m1122.obj,1.1059476324426121e-15,-3.1574792087423316e-15,-2.291628952756149e-16,1.1852152033397734,5183,8637
m1123.obj,-1.374807418966148e-15,-1.0032593460097303e-15,1.003109176927388e-15,1.5697599091293157,5129,9630
m1124.obj,6.850248837608719e-15,3.7235943913256376e-15,1.523769954480511e-17,2.071944053801337,4980,9152
m1125.obj,1.4699777727082972e-15,2.4940399832842695e-15,3.587285054527442e-16,1.6535202417613721,5017,9266
m1126.obj,1.110204567954495e-14,5.984439751234052e-17,-4.073224362054988e-16,1.8122873167410565,5113,9596
m1127.obj,1.2504047180388827e-14,4.1237229680351425e-15,-2.610812800519903e-16,1.603343951304162,4500,8320
m1128.obj,-6.783649364845647e-15,-5.095876325593329e-16,1.5023700494457732e-16,1.4158045347942512,5055,9607
m1129.obj,-9.969951791659454e-16,3.720731998679473e-17,1.7364068682270593e-15,1.052124937400453,5103,9676
m1131.obj,1.2430966351270143e-15,-2.424685424827883e-15,-4.892016767378507e-16,2.203108122531508,5030,9407
m1132.obj,-1.417563801744347e-14,-7.5702098194955085e-16,8.262274597413433e-17,2.1064938114164566,5172,10284
m1133.obj,1.5608804190637603e-16,2.265971114376646e-15,1.885889312499206e-16,1.3840945141828567,5086,9488
m1134.obj,5.936193893465297e-15,-4.156292218496663e-16,3.0256592965692715e-16,2.6052595114764676,4418,8192
m1135.obj,1.71138356011821e-15,6.538067646200466e-16,-9.325452867826836e-17,3.1750476278190827,264,360
m1136.obj,1.1416807122743297e-15,1.5718509046955018e-15,-9.64213368363926e-16,2.0167146249247194,5070,10104
m1137.obj,-9.951428894702976e-16,2.9104167326410013e-15,5.760499290050703e-16,2.6680770912712535,4788,9520
m1138.obj,-7.950661192602362e-15,9.476162749841258e-16,-2.933767126481266e-16,1.3360576289003083,4985,9494
m1139.obj,-2.475182992252251e-15,9.363478407205691e-16,7.802487768958916e-16,2.1378775252164086,5313,8419
m1141.obj,1.6311235717636507e-15,3.808544666230671e-16,-2.688009655020647e-15,1.0705073272662604,5005,9793
m1143.obj,3.619090771804544e-15,3.9643881036989775e-15,-8.706481445735874e-17,2.5706771444014747,3336,6570
m1144.obj,1.2349293126991902e-14,1.2959481263295024e-15,-2.219362693449547e-15,1.5792725303278035,5124,9740
m1146.obj,-2.525446164440077e-15,-3.2659603966497715e-15,-5.3301656963537796e-15,1.0540435267555814,5018,9445
D00089.obj,1.6605060324815067e-16,-8.669108000722329e-18,-1.4491063373806657e-17,0.9092333225817502,5001,9998
D00113.obj,2.0334295012038528e-16,1.801316371591604e-16,-9.372559026957236e-17,0.6351793678918985,5013,9986
D00164.obj,8.354229848723254e-17,-4.3983300586492173e-17,2.0612758697865794e-17,0.7902697265591171,5036,9853
D00234.obj,-1.1618778733159735e-16,-5.861439823248051e-17,1.0500906120653632e-16,0.795778736972913,4955,9888
D00271.obj,8.489891731264494e-16,2.138860643269914e-18,-4.6856483164418224e-20,0.8532340776992712,5035,9707
D00284.obj,-8.66160141254874e-16,-1.5182528138949808e-16,8.518456947648095e-17,0.8665626046182647,13253,26516
D00323.obj,7.178048402486168e-16,7.199569107253474e-17,3.9761302116547566e-18,0.9116019992279807,5204,9502
D00386.obj,-6.245559625028818e-17,-7.170375404541574e-17,5.970501870677936e-17,0.9577590328710804,5000,9996
D00438.obj,-4.464630419750835e-16,-2.6294755846385285e-17,4.5376714082130166e-17,0.8630042195834299,1824,3710
D00442.obj,-2.785415500810747e-16,-6.665062258133462e-17,4.64637536548926e-17,0.77990671499095,5068,9613
D00546.obj,-2.1526681573418385e-16,5.3473746173168746e-18,6.2141667931884e-17,0.8089350610968702,4264,8280
D00599.obj,7.417801492096539e-16,5.405522259963443e-18,4.1681765306143614e-17,0.9469540766350536,1792,3626
D00625.obj,-2.7459453260867285e-16,-3.54378781134264e-17,-2.7130690428610975e-17,0.616005008760071,5591,10890
D00689.obj,3.1730374736357584e-16,1.10717125615456e-16,3.2214261076059795e-17,0.810318675206295,2683,5388
D00736.obj,3.7517669347325504e-16,-1.0041794268841675e-17,3.4684800424914536e-17,0.8606923339485145,3947,7898
D00762.obj,-1.198190605810463e-16,1.7627856893754321e-16,1.4454988340512998e-17,0.8149716421106761,5001,9998
D00862.obj,-6.189537735707494e-17,-3.0371527524046376e-17,1.7578531223231644e-16,0.6866674834265251,5004,9993
D00922.obj,5.21512730617165e-17,-3.5311660762238265e-17,-4.0608895307888487e-16,0.6624190661001645,5003,9994
D00961.obj,-9.639073600144937e-17,-1.214306433183765e-17,4.037362375636498e-17,0.9258242454820342,1344,2738
D00999.obj,-2.056729786481526e-16,-9.065526107576716e-17,2.696454171058349e-17,0.9097621556932652,5000,9998
m28.obj,-3.4204148884037157e-16,-4.3717191290509325e-16,9.814229415763052e-16,1.352067384437477,4980,9601
m29.obj,1.805190140472878e-16,-1.8359246597875957e-15,9.157073966299236e-16,1.1059853854069324,5022,10032
m30.obj,-6.529677083933213e-17,3.018240927843134e-16,-1.3557531166095663e-16,1.242180620305061,390,802
m31.obj,-2.1597463182754505e-16,9.343878222029977e-17,1.3181875093057905e-15,1.7961930641526611,5007,9921
m32.obj,-1.1530164699107028e-16,1.4475785325135621e-15,-5.47879512619044e-16,1.2196777154896445,4498,8984
m33.obj,-2.396205641462864e-16,2.711370037235346e-16,-2.4913329717102337e-16,1.1341206668645376,5036,9948
m34.obj,-8.338216695342645e-16,3.282051029005862e-16,-4.598349212567843e-16,1.4131632794165365,5001,9998
m35.obj,-6.822621296599205e-16,6.89410536257187e-16,-1.4188338344421638e-15,0.9958959306925875,5001,9998
m36.obj,-2.723689294943653e-16,-1.5775889559573124e-16,1.3238871218158149e-15,1.078681394627112,5001,9930
m37.obj,1.914302050209926e-17,2.8393676299032224e-16,6.649403250236219e-16,1.097059224372783,5000,9996
m38.obj,-6.119386606635426e-17,-3.7565735962532236e-17,2.2478128075351194e-16,1.7611090894202917,464,928
m39.obj,1.173502884113329e-15,9.427699171732155e-16,1.1109019636412533e-16,1.303526760059373,5059,9716
m40.obj,3.5603583543868843e-16,-3.236875083251865e-16,5.364974899175962e-16,1.5548951852107495,2684,5390
m41.obj,6.77455167986732e-17,-3.029679333920897e-17,-2.0344958661236763e-17,1.3496727628482288,1824,3710
m42.obj,-1.969210235488155e-16,-8.613799328988283e-17,5.802350936887941e-17,1.5021485904666403,116,265
m43.obj,1.9910043868701692e-17,-2.3298723922731308e-15,1.3712170681223094e-16,1.1784070971780805,5013,9767
m44.obj,5.575873096574924e-16,-6.333822355486518e-18,-1.8564594306269555e-16,1.6434722174809497,5000,9996
m45.obj,-2.6320372739820764e-16,6.459522276692854e-16,3.406159358473533e-16,1.518227150234098,5004,9996
m47.obj,5.902645161172101e-15,-2.3536167752754997e-16,-2.6888248468337937e-16,1.4420984547463014,5015,10006
m48.obj,3.4282988258661083e-16,4.996779990550705e-16,1.2363847319689244e-15,1.2826206998008647,5005,9926
m49.obj,-3.708418356194975e-16,-1.2799558894982686e-16,1.087904397109801e-15,0.9405159063736179,5075,10224
m50.obj,9.702169623260204e-16,-2.6686319820612424e-15,-1.0348610857136008e-15,1.3222640698408048,5000,9996
m51.obj,-1.4165822828022538e-14,-8.47843384985861e-15,4.86970299096558e-15,1.7141665403279651,4794,9568
m52.obj,7.274635080151376e-15,-4.455949529152808e-15,1.1069434939950054e-15,0.973457881649771,4494,8960
D01009.obj,2.846196751755821e-16,-4.8759795000429174e-17,-1.5343082160135046e-15,2.7235486926708603,444,3156
D01013.obj,-2.4128793278644846e-16,-1.0134012492217998e-15,-2.9109063350955e-16,3.2748342051638524,344,1136
D01030.obj,2.877956772572008e-16,-1.4292774084009297e-15,-3.610919546110946e-17,3.303471183283652,206,1152
D01038.obj,-5.877278962420339e-14,2.4079470301754586e-15,3.5461267577757776e-15,3.1703255552322105,2208,14844
D01042.obj,4.578726785610994e-14,-2.0364614851395275e-15,-1.8448316726555745e-17,3.689936003362755,668,2373
D01050.obj,3.7152820502634704e-16,-1.44963406358199e-15,2.402839831867303e-16,4.356191462704855,140,780
D01065.obj,5.664432460264526e-16,4.188258984531497e-16,6.031638008460961e-17,2.9218747763293527,387,1278
D01078.obj,-1.7895540041983715e-15,2.4939180673484425e-15,1.065140402220386e-15,4.098751719201487,1203,6861
D01096.obj,3.9267022681854496e-16,2.7844535793884134e-17,-2.394807998630546e-16,2.463862715085737,624,2544
D01108.obj,-1.1620884620828622e-15,-9.315830497210963e-16,1.62417236482276e-14,4.856576275491376,1614,9798
D01109.obj,7.0399491168718625e-16,1.4715300189233684e-15,-1.5507130077120953e-15,4.465345958876924,1203,6861
D01110.obj,3.608224830031759e-17,-1.4023504579796508e-15,7.521760991835436e-16,4.000774349875423,160,936
D01122.obj,-1.984009664376437e-16,1.8914910789910075e-16,5.6539135513318154e-18,5.769933517543804,108,624
D01135.obj,-9.762876086756962e-16,4.683437022193432e-16,6.887432198358494e-17,0.12648717939375004,1645,10185
D01146.obj,-1.0576207423605785e-13,2.84453563344069e-14,-1.0448016869288521e-17,2.9019750708974965,2361,9300
D01182.obj,-1.8939098655370317e-16,1.5302672973108776e-16,-1.1344163873275497e-15,4.9121329736986485,187,1020
D01183.obj,-4.527491986504497e-16,1.6572352668366533e-17,5.807955438446613e-16,0.6181973736197504,891,3231
D01184.obj,1.932776925460799e-17,-7.596262800066861e-17,-3.514957106303127e-16,3.3069088998410785,247,1557
D01190.obj,2.8537324799286826e-16,-5.019316902492024e-15,-8.091220037385177e-17,4.88271525146674,2393,14484
D01199.obj,-1.770574427813661e-16,-3.481011775126793e-17,1.1472304587793285e-16,0.09211818380384512,240,1524
D00020.obj,-2.8539236338869624e-15,-3.7207234338567535e-17,-4.4577641140718145e-17,1.0081845911806298,5001,9998
D00123.obj,3.5705878971174174e-16,1.1636860883409342e-16,6.458457790292186e-18,0.8984436826187311,4174,8180
D00139.obj,5.33423124233846e-17,-3.4067452659054845e-17,-2.4063683657739582e-17,0.8384158881546431,4991,9984
D00166.obj,-6.773982173541964e-17,-3.900491150840232e-17,-1.1138390293441291e-17,0.8439991953038447,5066,10108
D00176.obj,-7.277511926417901e-18,-1.1986522885365503e-16,2.295386103412511e-18,0.8561481141746322,5000,9996
D00208.obj,7.559550976711824e-16,-3.615273336536827e-17,3.63455960433613e-18,0.699184348421057,5001,9994
D00281.obj,5.585054008793645e-16,-6.61309169263486e-17,4.475274629732774e-18,1.1162259501798688,5005,9959
D00311.obj,1.9469964758120497e-16,-8.570824089544266e-17,1.813379070609262e-17,0.9614045712538507,5002,9996
D00347.obj,-2.0665317905427904e-16,9.274151895239171e-17,-9.047729937747511e-17,1.1413549134208758,5006,9964
D00350.obj,-2.0963544375101962e-17,5.286114786433785e-17,3.652261180902116e-17,0.7575298999094549,5023,10034
D00390.obj,-1.7004175845158898e-16,-9.156286839839823e-17,6.571548860634379e-17,0.7677850650941289,5000,9963
D00451.obj,-1.4869531149565268e-16,-4.553924915134822e-17,1.4086182152255628e-17,1.1372504432979942,5032,10052
